event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,admin1,admin2,admin3,location,source_scale,notes,fatalities
30-May-21,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,Atlantico,Barranquilla,,Barranquilla,Subnational,"On 30 May 2021, in Barranquilla (Atlantico), citizens protested against acts of violence perpetrated by state actors and security forces. The group gathered and displayed pictures of victims of extrajudicial killings and forced disappearances. Protesters demanded justice for the victims. [size=no report]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,Antioquia,Medellin,,Medellin,National,"On 30 May 2021, in Medellin (Antioquia), 3000 protesters gathered in El Poblado park to march in opposition to the National Strike and to the blockades and vandalism that have accompanied it in some areas of the city. [size=3000]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,Atlantico,Barranquilla,,Barranquilla,National,"On 30 May 2021, in Barranquilla (Atlantico), dozens of business owners marched in opposition to the National Strike and to demand an end to the road blockages it has caused. [size=dozens]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),CD: Democratic Centre,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Chapinero,National,"On 30 May 2021, in Bogota - Chapinero (Bogota, D.C.), hundreds of protesters organized by the Democratic Centre party gathered at the intersection of 7th Avenue and 72nd Street to show support for the police and to denounce violence and vandalism during the National Strike. [size=hundreds]",0
30-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),,1,15,"Bogota, D.C.","Bogota, D.C.",,Bogota - Kennedy,National,"On 30 May 2021, in Bogota - Kennedy (Bogota, D.C.), violence and rioting broke out when police intervened to disperse demonstrators attempting to set fire to a public bus. Some demonstrators responded by attacking police with stones and bricks, while others attempted to protect the police officers and de-escalate the situation. The event occurred during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Rafael Uribe Uribe,National,"On 30 May 2021, in Bogota - Rafael Uribe Uribe (Bogota, D.C.), protesters blocked roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
30-May-21,Protests,Protest with intervention,Protesters (Colombia),CNP: National Strike Committee,6,Police Forces of Colombia (2018-),Military Forces of Colombia (2018-),1,16,Valle del Cauca,Andalucia,,Andalucia,National,"On 30 May 2021, in Andalucia (Valle del Cauca), military and police forces dispersed protesters blocking roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,Protesters (Colombia),CD: Democratic Centre,6,66,"Bogota, D.C.","Bogota, D.C.",,Bogota - Santa Fe,National,"On 30 May 2021, in Bogota - Santa Fe (Bogota, D.C.), protesters gathered in the National Park during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. The demonstrators verbally confronted counter-protesters marching from pro-police rallies organized by the Democratic Centre party, but no violence occurred. [size=no report]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Suba,National,"On 30 May 2021, in Bogota - Suba (Bogota, D.C.), protesters blocked roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),CD: Democratic Centre,6,,,0,60,"Bogota, D.C.","Bogota, D.C.",,Bogota - Teusaquillo,National,"On 30 May 2021, in Bogota - Teusaquillo (Bogota, D.C.), hundreds of protesters organized by the Democratic Centre party gathered at the Monument to the Fallen to show support for the police and to denounce violence and vandalism during the National Strike. [size=hundreds]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cesar,Aguachica,,Aguachica,National,"On 30 May 2021, in Aguachica (Cesar), demonstrators blocked roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia); CNP: National Strike Committee,6,,,0,60,Cesar,Curumani,,Curumani,National,"On 30 May 2021, in Curumani municipality (Cesar), around 500 farmers from across the department blocked roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. Demonstrators additionally demanded the construction and maintenance of more rural roads and government adherence to the peace process. [size=around 500]",0
30-May-21,Protests,Protest with intervention,Protesters (Colombia),CNP: National Strike Committee,6,Police Forces of Colombia (2018-),Military Forces of Colombia (2018-),1,16,Valle del Cauca,Bugalagrande,,Bugalagrande,National,"On 30 May 2021, in Bugalagrande (Valle del Cauca), military and police forces dispersed protesters blocking roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
30-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,1,15,Cundinamarca,Facatativa,,Facatativa,National,"On 30 May 2021, in Facatativa (Cundinamarca), police and ESMAD forces clashed with demonstrators after rioters attempted to set fire to a courthouse and the city hall and blocked a road by setting fire to a tractor. The event took place during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. At least 19 injuries were reported, no fatalities. [size=no report]",0
30-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cesar,San Alberto,,San Alberto,National,"On 30 May 2021, in San Alberto (Cesar), demonstrators blocked roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
30-May-21,Protests,Protest with intervention,Protesters (Colombia),CNP: National Strike Committee,6,Police Forces of Colombia (2018-),Military Forces of Colombia (2018-),1,16,Valle del Cauca,Cali,,Santiago de Cali,National,"On 30 May 2021, in Santiago de Cali (Valle del Cauca), military and police forces dispersed protesters blocking roads in Sameco sector during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. Demonstrators returned to reinstate the blockades only hours later. [size=no report]",0
29-May-21,Protests,Protest with intervention,Protesters (Colombia),CNP: National Strike Committee,6,Military Forces of Colombia (2018-),,1,16,Valle del Cauca,Jamundi,,Jamundi,National,"Around 29 May 2021 (weekend of), in Jamundi (Valle del Cauca), military forces dispersed protesters blocking roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
29-May-21,Protests,Protest with intervention,Protesters (Colombia),CNP: National Strike Committee,6,Military Forces of Colombia (2018-),,1,16,Valle del Cauca,Candelaria,,Candelaria,National,"Around 29 May 2021 (weekend of), in Candelaria (Valle del Cauca), military forces dispersed protesters blocking roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
29-May-21,Protests,Protest with intervention,Protesters (Colombia),CNP: National Strike Committee,6,Military Forces of Colombia (2018-),,1,16,Valle del Cauca,Yumbo,,Yumbo,National,"Around 29 May 2021 (weekend of), in Yumbo (Valle del Cauca), military forces dispersed protesters blocking roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
29-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Cauca,Popayan,,Popayan,National,"On 29 May 2021, in Popayan (Cauca), protesters blocked roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. As a result of the blockade, President Duque announced military forces would be deployed to the area. [size=no report]",0
29-May-21,Protests,Peaceful protest,Protesters (Colombia),Fishermen (Colombia),6,,,0,60,Magdalena,Santa Marta,,Santa Marta,National,"On 29 May 2021, in Santa Marta (Magdalena), fishermen protested outside the governor's office to demand inclusion in a recently advanced minimum wage law. [size=no report]",0
29-May-21,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,Antioquia,Itagui,,Itagui,National,"On 29 May 2021, in Itagui (Antioquia), protesters held multiple rallies and cultural events during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
29-May-21,Riots,Violent demonstration,Rioters (Colombia),CNP: National Strike Committee,5,Police Forces of Colombia (2018-),Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,1,15,Cundinamarca,Facatativa,,Facatativa,National,"On 29 May 2021, in Facatativa (Cundinamarca), police and ESMAD forces clashed with demonstrators on roads and neighborhoods across the city. The disorder reportedly lasted all weekend and took place during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
